18.071031 -25.259341 5.258664 
18.094347 -25.364296 4.216536 
18.950113 -25.909311 4.079288 
18.756567 -25.732374 3.129210 
19.585839 -25.176519 3.447101 
20.430459 -24.631947 3.768111 
21.229850 -24.911680 3.287368 
20.958115 -25.488991 4.135503 
20.676660 -24.828752 4.968298 
19.752850 -24.590299 5.475538 
19.054664 -25.109092 4.888432 
19.830840 -25.757537 4.704774 
20.599857 -26.189944 5.238103 
20.477888 -26.824544 4.498180 
20.915774 -27.562172 4.028196 
20.157906 -27.502128 3.162235 
19.059542 -27.287073 3.158652 
18.659687 -28.103985 2.567676 
17.895554 -28.626347 3.250464 
17.424363 -29.373811 3.961326 
17.733057 -28.700343 4.716375 
16.673865 -28.355648 5.001676 
16.279160 -28.658847 4.102319 
16.203552 -28.079841 3.279405 
16.968667 -28.248611 2.677356 
17.349067 -27.353554 2.896750 
17.106843 -27.550383 3.828171 
16.945725 -26.774490 4.435539 
17.722886 -26.483477 3.857299 
18.324018 -27.278970 4.287027 
19.202055 -27.401705 4.763690 
18.631125 -28.232563 5.341891 
19.117858 -29.152779 5.374700 
19.901304 -29.254297 4.644932 
19.405378 -28.966371 3.775349 
19.384463 -29.467938 2.731876 
19.193934 -29.089850 1.752225 
19.290979 -28.683691 0.804789 
19.207700 -28.630902 -0.150245 
18.551068 -27.928973 -0.392318 
19.520618 -27.487394 -0.373430 
19.990265 -26.735638 -0.006077 
20.767482 -27.236065 0.368831 
21.208695 -26.695088 -0.467719 
21.711136 -27.393068 -1.057271 
21.847130 -27.553899 -2.046274 
20.882758 -27.029984 -1.971957 
20.914284 -26.222783 -1.412177 
20.073574 -26.403424 -2.011477 
20.773736 -25.811293 -2.383096 
21.788667 -26.113613 -2.702451 
22.602297 -25.856733 -2.222954 
22.879620 -26.206294 -1.166774 
21.835016 -25.898543 -0.970199 
21.346917 -24.940068 -0.744789 
21.177720 -24.421164 -1.555311 
22.235423 -24.764581 -1.477067 
23.062724 -24.721966 -2.116786 
23.448663 -23.879400 -1.751222 
23.831408 -24.071151 -0.860088 
24.367192 -24.502719 -0.067300 
24.104722 -23.845888 0.659732 
23.294271 -24.474122 0.812063 
22.519014 -23.865691 1.149212 
22.654649 -23.216744 0.458123 
21.730883 -22.998577 0.141480 
21.512026 -22.316183 -0.414580 
20.587413 -22.760314 -0.211455 
20.350902 -21.640926 -0.108319 
20.665065 -21.811015 0.956978 
21.672806 -21.758653 0.838005 
21.091540 -22.628284 1.016711 
21.051098 -23.704016 0.875881 
21.746437 -23.260411 1.445070 
22.075638 -24.531471 5.018064 
20.548777 -26.087214 6.218940 
20.197267 -27.004499 5.762407 
19.550844 -26.302195 5.468724 
18.802383 -27.394672 6.544306 
18.203651 -28.163037 7.829004 
18.793541 -29.049563 8.210234 
19.308746 -28.186984 8.304013 
19.213440 -27.286760 7.896167 
20.041920 -26.414312 8.267440 
21.329191 -26.300003 7.838536 
21.650189 -27.119818 8.313961 
21.446537 -27.802642 8.905135 
21.617344 -27.249559 9.777956 
18.162145 -26.236051 10.276675 
18.554620 -26.017041 11.179769 
18.445667 -24.338943 11.208981 
20.011305 -23.607204 10.771156 
20.951904 -24.154685 10.361671 
20.919066 -24.996074 11.081086 
21.934621 -24.768298 11.078225 
21.706451 -25.366277 11.965864 
20.877354 -25.798174 11.768651 
20.521514 -26.561230 11.223249 
20.966347 -25.898229 10.608758 
20.880982 -24.373398 8.480267 
22.699690 -22.771396 9.339744 
24.464554 -21.820722 8.386694 
21.553828 -23.547365 12.444673 
18.710974 -25.302427 16.098195 
19.963299 -24.887442 16.013857 
19.440837 -23.769250 15.630069 
19.411001 -22.994576 14.898798 
16.418211 -23.215449 16.426667 
14.364856 -27.841869 15.809764 
13.657494 -27.201635 15.432321 
12.652580 -26.953524 15.865678 
13.003625 -26.127504 15.429811 
13.238902 -25.495803 14.605680 
14.947292 -25.961226 14.650437 
16.893389 -26.550005 15.296636 
17.053259 -24.814956 16.049375 
18.200730 -21.849343 15.375420 
18.877828 -20.550788 14.740675 
20.003330 -20.682133 15.700976 
21.446675 -21.541464 16.465499 
21.524525 -20.684212 14.654670 
21.943188 -19.789978 15.030680 
22.999492 -19.825048 15.009821 
23.779410 -20.250987 13.867539 
23.677563 -20.631969 12.615141 
23.266830 -20.927300 11.536643 
22.616339 -20.521678 10.863967 
23.265634 -19.771559 11.168068 
23.819694 -20.486790 10.777605 
23.550714 -21.207003 10.131172 
21.624172 -21.644797 12.508459 
19.045997 -22.543400 12.920775 
17.327827 -23.779432 12.782338 
15.791424 -24.232140 13.970463 
14.524731 -23.993570 15.314857 
13.365761 -24.854341 16.842795 
12.776105 -24.346357 19.145343 
14.326009 -24.322226 19.268741 
15.720023 -22.906661 18.443383 
15.074061 -22.493946 17.658683 
15.322340 -24.109424 17.147770 
15.370040 -25.016089 17.748647 
16.377174 -24.664338 17.646107 
15.937133 -23.946557 18.266403 
16.983045 -23.820643 18.208331 
17.904686 -24.302955 18.372584 
18.258846 -25.229541 18.136135 
18.919908 -23.859252 17.630089 
19.503755 -22.560939 18.241824 
19.066521 -21.530390 18.398948 
19.695378 -20.863082 18.096348 
19.949122 -19.947552 17.821370 
21.011831 -20.544094 17.747360 
22.080871 -20.264748 17.888840 
21.440291 -20.168108 18.718451 
22.097623 -18.865148 19.929219 
22.503693 -17.459763 20.040129 
21.718953 -17.227430 19.473097 
22.155524 -17.889114 18.805490 
22.936806 -17.310317 18.435614 
22.716707 -16.396831 18.057659 
21.986393 -16.864314 17.273876 
21.036640 -18.305027 17.252845 
20.402593 -17.874271 18.815656 
22.854965 -18.579913 16.841203 
23.244492 -15.011199 13.604033 
19.180855 -13.950687 11.616055 
19.462713 -14.900187 11.318647 
18.864259 -15.164841 10.556329 
19.492071 -14.402192 10.106876 
19.800182 -14.217732 9.080673 
19.863366 -13.253973 8.440646 
20.402813 -12.787074 9.224806 
20.730501 -13.429748 9.893672 
21.313519 -14.045933 10.436058 
21.845151 -13.669943 9.517185 
22.588509 -13.558649 10.249377 
23.110391 -14.393434 9.784209 
