0 1.811201 2.520195 2.998454 3.382712 3.786915 4.005740 4.221982 4.384187 4.678102 4.908685 5.085331 5.249317 5.445898 5.623369 5.659832 5.722994 5.920277 6.071234 6.230655 6.219557 6.288201 6.346046 6.450558 6.646231 7.074571 7.428783 7.918347 8.800771 9.338911 10.015327 10.432035 10.643488 11.336372 11.568639 11.779031 11.982468 12.262088 12.312215 12.256659 12.296880 12.222860 12.312943 12.461720 12.446945 12.273183 12.233786 12.456177 12.442401 12.280302 12.287887 12.368267 12.265521 12.252749 12.268126 12.131131 11.964641 11.885997 11.812813 11.656867 11.327254 10.970935 10.669955 10.560730 10.460304 
1.811201 0 1.827275 2.517166 2.987196 3.383307 3.626359 3.915269 4.129030 4.422936 4.653484 4.842375 5.017098 5.236258 5.433385 5.436379 5.481892 5.684371 5.843047 6.020511 6.040044 6.101823 6.186269 6.309761 6.510730 6.962973 7.316372 7.795798 8.686759 9.204741 9.842126 10.266215 10.486884 11.190419 11.470213 11.688925 11.910528 12.175576 12.230905 12.171657 12.249464 12.188165 12.285940 12.429165 12.383256 12.205118 12.205076 12.421225 12.382244 12.217895 12.238993 12.339628 12.238504 12.240645 12.249569 12.125247 11.981589 11.893973 11.799216 11.645796 11.320899 10.971304 10.683945 10.571562 10.465794 
2.520195 1.827275 0 1.819038 2.531669 2.997708 3.282326 3.612834 3.854503 4.192493 4.446440 4.649961 4.798769 5.028469 5.247852 5.276705 5.352750 5.587203 5.742932 5.912203 5.918353 5.962788 6.058847 6.206545 6.385637 6.810146 7.135875 7.606603 8.483569 9.006063 9.592159 9.993129 10.226339 10.943677 11.252879 11.485847 11.720287 11.982711 12.017173 11.960145 12.050221 11.983933 12.077116 12.236685 12.210579 12.059306 12.065076 12.260368 12.201084 12.037646 12.053887 12.145060 12.039662 12.043183 12.046687 11.951127 11.817110 11.747188 11.659005 11.504881 11.173865 10.824434 10.535183 10.429705 10.337579 
2.998454 2.517166 1.819038 0 1.752362 2.470051 2.863671 3.260496 3.552201 3.948625 4.213963 4.386089 4.523321 4.791305 5.033018 5.076189 5.121353 5.339903 5.520512 5.661865 5.663873 5.743584 5.835986 5.992131 6.192625 6.673099 6.980412 7.426646 8.317066 8.852815 9.460624 9.824666 10.054992 10.784329 11.075015 11.302413 11.558023 11.812608 11.855637 11.811926 11.900874 11.857234 11.973262 12.108799 12.064990 11.919081 11.954426 12.127555 12.072401 11.928231 11.958654 12.055417 11.951863 11.946774 11.943491 11.838325 11.712742 11.638456 11.546069 11.422946 11.093249 10.758085 10.480537 10.390690 10.288855 
3.382712 2.987196 2.531669 1.752362 0 1.784902 2.467820 2.944363 3.280938 3.708225 3.987542 4.154610 4.326794 4.597974 4.836530 4.885373 4.941529 5.166134 5.351228 5.490982 5.531553 5.619306 5.679980 5.847105 6.082444 6.573335 6.862147 7.301645 8.195383 8.723980 9.362093 9.716860 9.948251 10.686950 10.952467 11.162899 11.438523 11.714291 11.750298 11.709261 11.804007 11.768941 11.893610 12.035024 11.998414 11.837740 11.861804 12.031178 11.973244 11.850942 11.882275 11.968576 11.860159 11.847293 11.846524 11.731732 11.604986 11.531366 11.442095 11.329525 11.003819 10.681740 10.407590 10.328246 10.228276 
3.786915 3.383307 2.997708 2.470051 1.784902 0 1.789701 2.471885 2.897699 3.339422 3.674175 3.875104 4.099187 4.356983 4.593824 4.636577 4.696777 4.943620 5.148750 5.281989 5.350947 5.460158 5.518402 5.713828 5.944907 6.435143 6.700460 7.136150 8.005666 8.540564 9.146368 9.486609 9.736755 10.511740 10.816626 11.030709 11.292444 11.573289 11.619692 11.556370 11.668193 11.625636 11.744306 11.903286 11.874559 11.691465 11.748354 11.931679 11.866999 11.739175 11.764827 11.849853 11.729479 11.712357 11.721182 11.630759 11.507404 11.437525 11.339278 11.221118 10.904045 10.584764 10.334299 10.260606 10.165881 
4.005740 3.626359 3.282326 2.863671 2.467820 1.789701 0 1.801964 2.501070 3.014101 3.386726 3.608202 3.861949 4.158980 4.402522 4.443315 4.490816 4.759740 4.966631 5.126112 5.185325 5.299175 5.381988 5.591851 5.839243 6.314131 6.601729 7.047291 7.877411 8.414165 9.016407 9.355184 9.596246 10.366096 10.682823 10.898789 11.160469 11.433239 11.476796 11.393778 11.494656 11.454404 11.578103 11.757343 11.763872 11.610190 11.705533 11.900577 11.816177 11.678587 11.695705 11.785819 11.675403 11.656646 11.642666 11.566215 11.464676 11.390123 11.272222 11.168781 10.856111 10.532535 10.301498 10.216551 10.130287 
4.221982 3.915269 3.612834 3.260496 2.944363 2.471885 1.801964 0 1.801036 2.482128 2.975119 3.195433 3.489219 3.768467 3.989378 4.107083 4.200502 4.481405 4.709198 4.852045 4.920178 5.062133 5.106472 5.317064 5.583311 6.093399 6.400776 6.836597 7.641083 8.208220 8.844872 9.174968 9.414280 10.187106 10.489612 10.700020 10.948233 11.223161 11.278032 11.191741 11.302614 11.263101 11.389566 11.555727 11.567531 11.411084 11.516877 11.716365 11.636618 11.512915 11.539034 11.627868 11.508604 11.486676 11.486226 11.424686 11.314728 11.242458 11.117939 11.022033 10.702936 10.401817 10.179205 10.116233 10.054036 
4.384187 4.129030 3.854503 3.552201 3.280938 2.897699 2.501070 1.801036 0 1.808195 2.546515 2.888635 3.188378 3.478224 3.725554 3.906061 4.014967 4.295537 4.531852 4.681936 4.735050 4.885836 4.914383 5.114458 5.410464 5.960056 6.278655 6.718009 7.538076 8.116260 8.723941 9.044045 9.275054 10.078804 10.383196 10.575363 10.837980 11.130704 11.198724 11.126775 11.239342 11.201674 11.327480 11.493455 11.515445 11.342541 11.418357 11.640391 11.563273 11.442496 11.462583 11.569491 11.439391 11.420186 11.443952 11.414291 11.294508 11.231241 11.115952 11.016307 10.702727 10.422737 10.191039 10.136506 10.074262 
4.678102 4.422936 4.192493 3.948625 3.708225 3.339422 3.014101 2.482128 1.808195 0 1.792564 2.407450 2.869476 3.207684 3.508425 3.729034 3.873655 4.177024 4.432445 4.581720 4.622981 4.820496 4.864711 5.103633 5.398415 5.941260 6.266997 6.710964 7.485020 8.042990 8.680038 9.015886 9.252861 10.020803 10.348149 10.518527 10.761086 11.037148 11.134683 11.053443 11.154386 11.113890 11.239574 11.378729 11.386483 11.201705 11.294194 11.503849 11.424877 11.308170 11.318646 11.426050 11.306448 11.264790 11.263991 11.232511 11.130271 11.053093 10.922874 10.807932 10.492424 10.231054 10.025378 9.982776 9.938182 
4.908685 4.653484 4.446440 4.213963 3.987542 3.674175 3.386726 2.975119 2.546515 1.792564 0 1.748093 2.492321 2.942863 3.364381 3.580722 3.692821 4.016164 4.289498 4.434946 4.489786 4.717848 4.753673 5.010481 5.334820 5.885956 6.179774 6.632111 7.426692 7.988142 8.650070 8.989981 9.241340 10.016227 10.332630 10.496445 10.769643 11.024522 11.144250 11.090524 11.203633 11.164219 11.302254 11.439223 11.453722 11.243694 11.355687 11.582608 11.492594 11.379727 11.367001 11.481666 11.370388 11.314103 11.285336 11.255774 11.162975 11.052984 10.900682 10.805089 10.482916 10.219316 10.053646 10.048778 10.022633 
5.085331 4.842375 4.649961 4.386089 4.154610 3.875104 3.608202 3.195433 2.888635 2.407450 1.748093 0 1.817651 2.521700 3.040449 3.309366 3.390682 3.695278 4.007717 4.168319 4.256237 4.510614 4.564373 4.822230 5.119744 5.716150 5.989729 6.435137 7.226954 7.827228 8.520755 8.856564 9.105643 9.914270 10.263922 10.429798 10.687078 10.941746 11.076776 11.010874 11.153254 11.123272 11.266444 11.417306 11.424716 11.212560 11.341634 11.571048 11.474096 11.346080 11.339755 11.461133 11.346613 11.287192 11.262982 11.218952 11.121523 11.011273 10.890451 10.807152 10.485631 10.238134 10.058182 10.046430 10.021347 
5.249317 5.017098 4.798769 4.523321 4.326794 4.099187 3.861949 3.489219 3.188378 2.869476 2.492321 1.817651 0 1.816794 2.583983 2.946018 3.095461 3.418377 3.742869 3.939176 4.040473 4.315188 4.427159 4.672161 4.956400 5.559125 5.785964 6.247151 7.045406 7.673297 8.345847 8.672177 8.936293 9.796345 10.144367 10.321545 10.600722 10.854169 10.977960 10.912260 11.079496 11.055685 11.217969 11.379173 11.392774 11.180324 11.323380 11.550856 11.439856 11.314669 11.302299 11.411177 11.296764 11.250235 11.247118 11.187483 11.095986 11.002578 10.884877 10.807250 10.492166 10.268690 10.109018 10.102126 10.089150 
5.445898 5.236258 5.028469 4.791305 4.597974 4.356983 4.158980 3.768467 3.478224 3.207684 2.942863 2.521700 1.816794 0 1.770115 2.461391 2.759839 3.180704 3.483282 3.708841 3.857633 4.115699 4.253637 4.529623 4.839757 5.408065 5.629604 6.073998 6.858803 7.517484 8.164722 8.476588 8.762245 9.641139 9.974576 10.144252 10.426523 10.685325 10.811641 10.742466 10.896244 10.882713 11.036163 11.218254 11.247405 11.024299 11.180234 11.415751 11.312746 11.184192 11.170167 11.269278 11.145638 11.106816 11.136675 11.081862 10.989828 10.914021 10.802766 10.721731 10.415054 10.213620 10.038729 10.034185 10.042223 
5.623369 5.433385 5.247852 5.033018 4.836530 4.593824 4.402522 3.989378 3.725554 3.508425 3.364381 3.040449 2.583983 1.770115 0 1.865520 2.488556 2.962796 3.288050 3.532317 3.708939 3.983513 4.109122 4.386031 4.697406 5.286445 5.552644 6.018726 6.791292 7.433989 8.100826 8.419103 8.708347 9.557011 9.900973 10.079639 10.315387 10.574610 10.674810 10.594577 10.747477 10.754561 10.909254 11.072894 11.092556 10.869801 11.027297 11.260071 11.172043 11.032290 11.045599 11.146963 11.026971 11.000453 11.057718 10.995989 10.888693 10.828976 10.724153 10.644077 10.328343 10.121931 9.950423 9.939639 9.948809 
5.659832 5.436379 5.276705 5.076189 4.885373 4.636577 4.443315 4.107083 3.906061 3.729034 3.580722 3.309366 2.946018 2.461391 1.865520 0 1.799038 2.565502 3.012968 3.349929 3.577276 3.906678 4.025423 4.305646 4.622444 5.236579 5.520832 5.971458 6.756833 7.419466 8.080837 8.394135 8.678209 9.523466 9.866499 10.048196 10.294156 10.557530 10.649226 10.567358 10.686142 10.686864 10.834523 11.012906 11.057968 10.851746 11.015350 11.235179 11.135040 10.998167 11.010452 11.112209 11.002902 10.990670 11.030709 10.986892 10.908356 10.830628 10.707264 10.622045 10.318630 10.122358 9.979573 9.972678 9.979377 
5.722994 5.481892 5.352750 5.121353 4.941529 4.696777 4.490816 4.200502 4.014967 3.873655 3.692821 3.390682 3.095461 2.759839 2.488556 1.799038 0 1.816721 2.490903 2.891336 3.213754 3.564006 3.742903 3.992324 4.319876 4.971809 5.245737 5.683758 6.480046 7.136494 7.847111 8.172925 8.449345 9.295305 9.653387 9.831655 10.068433 10.329908 10.441690 10.362363 10.474532 10.468818 10.633593 10.820997 10.864629 10.661186 10.832180 11.039638 10.941368 10.811918 10.825042 10.938546 10.838176 10.802618 10.828961 10.831696 10.758612 10.668216 10.551274 10.471459 10.175012 9.990768 9.855988 9.848031 9.837274 
5.920277 5.684371 5.587203 5.339903 5.166134 4.943620 4.759740 4.481405 4.295537 4.177024 4.016164 3.695278 3.418377 3.180704 2.962796 2.565502 1.816721 0 1.756339 2.476860 2.933758 3.328478 3.563728 3.827267 4.095739 4.750971 5.046741 5.451994 6.254787 6.893940 7.597407 7.963889 8.243103 9.089054 9.457145 9.639585 9.895366 10.138019 10.281305 10.221954 10.364296 10.357349 10.539290 10.710242 10.712987 10.509523 10.687973 10.883828 10.786204 10.659585 10.683628 10.818365 10.718240 10.662489 10.692040 10.687742 10.593172 10.498860 10.388353 10.310165 10.039928 9.894579 9.791296 9.771145 9.733749 
6.071234 5.843047 5.742932 5.520512 5.351228 5.148750 4.966631 4.709198 4.531852 4.432445 4.289498 4.007717 3.742869 3.483282 3.288050 3.012968 2.490903 1.756339 0 1.797388 2.477336 2.965657 3.298294 3.598188 3.876348 4.574216 4.846798 5.263319 6.060664 6.737190 7.476864 7.840009 8.133896 9.027152 9.415121 9.615651 9.863727 10.114038 10.249873 10.169224 10.312387 10.345037 10.556125 10.734158 10.696928 10.490358 10.673861 10.901695 10.794189 10.672892 10.679412 10.817989 10.696153 10.634746 10.668591 10.701442 10.605448 10.523436 10.422754 10.341008 10.058956 9.931458 9.831359 9.809936 9.769651 
